Chronically Homeless,Chronically Homeless Individuals,Chronically Homeless People in Families,Homeless Children of Parenting Youth,Homeless Family Households,Homeless Individuals,Homeless Parenting Youth (Under 25),Homeless Parenting Youth Age 18-24,Homeless Parenting Youth Under 18,Homeless People in Families,Homeless Unaccompanied Youth (Under 25),Homeless Unaccompanied Youth Age 18-24,Homeless Unaccompanied Youth Under 18,Homeless Veterans,Number of CoCs,Overall Homeless,Sheltered ES Chronically Homeless,Sheltered ES Chronically Homeless Individuals,Sheltered ES Chronically Homeless People in Families,Sheltered ES Homeless,Sheltered ES Homeless Children of Parenting Youth,Sheltered ES Homeless Family Households,Sheltered ES Homeless Individuals,Sheltered ES Homeless Parenting Youth (Under 25),Sheltered ES Homeless Parenting Youth Age 18-24,Sheltered ES Homeless Parenting Youth Under 18,Sheltered ES Homeless People in Families,Sheltered ES Homeless Unaccompanied Youth (Under 25),Sheltered ES Homeless Unaccompanied Youth Age 18-24,Sheltered ES Homeless Unaccompanied Youth Under 18,Sheltered ES Homeless Veterans,Sheltered SH Chronically Homeless,Sheltered SH Chronically Homeless Individuals,Sheltered SH Homeless,Sheltered SH Homeless Individuals,Sheltered SH Homeless Unaccompanied Youth (Under 25),Sheltered SH Homeless Unaccompanied Youth Age 18-24,Sheltered SH Homeless Unaccompanied Youth Under 18,Sheltered SH Homeless Veterans,Sheltered TH Homeless,Sheltered TH Homeless Children of Parenting Youth,Sheltered TH Homeless Family Households,Sheltered TH Homeless Individuals,Sheltered TH Homeless Parenting Youth (Under 25),Sheltered TH Homeless Parenting Youth Age 18-24,Sheltered TH Homeless Parenting Youth Under 18,Sheltered TH Homeless People in Families,Sheltered TH Homeless Unaccompanied Youth (Under 25),Sheltered TH Homeless Unaccompanied Youth Age 18-24,Sheltered TH Homeless Unaccompanied Youth Under 18,Sheltered TH Homeless Veterans,Sheltered Total Chronically Homeless,Sheltered Total Chronically Homeless Individuals,Sheltered Total Chronically Homeless People in Families,Sheltered Total Homeless,Sheltered Total Homeless Children of Parenting Youth,Sheltered Total Homeless Family Households,Sheltered Total Homeless Individuals,Sheltered Total Homeless Parenting Youth (Under 25),Sheltered Total Homeless Parenting Youth Age 18-24,Sheltered Total Homeless Parenting Youth Under 18,Sheltered Total Homeless People in Families,Sheltered Total Homeless Unaccompanied Youth (Under 25),Sheltered Total Homeless Unaccompanied Youth Age 18-24,Sheltered Total Homeless Unaccompanied Youth Under 18,Sheltered Total Homeless Veterans,State,Unsheltered Chronically Homeless,Unsheltered Chronically Homeless Individuals,Unsheltered Chronically Homeless People in Families,Unsheltered Homeless,Unsheltered Homeless Children of Parenting Youth,Unsheltered Homeless Family Households,Unsheltered Homeless Individuals,Unsheltered Homeless Parenting Youth (Under 25),Unsheltered Homeless Parenting Youth Age 18-24,Unsheltered Homeless Parenting Youth Under 18,Unsheltered Homeless People in Families,Unsheltered Homeless Unaccompanied Youth (Under 25),Unsheltered Homeless Unaccompanied Youth Age 18-24,Unsheltered Homeless Unaccompanied Youth Under 18,Unsheltered Homeless Veterans,year
,2195,,,109,3730,,,,340,,,,97,2,4070,,661,,551,,26,443,,,,108,,,,,0,0,0,0,,,,,774,,32,690,,,,84,,,,,,661,,1325,,58,1133,,,,192,,,,24,PR,,1534,,2745,,51,2597,,,,148,,,,73,2009
,220,,,202,1139,,,,468,,,,120,1,1607,,190,,819,,99,616,,,,203,,,,,0,0,0,0,,,,,737,,103,472,,,,265,,,,,,190,,1556,,202,1088,,,,468,,,,113,RI,,30,,51,,0,51,,,,0,,,,7,2009
,674,,,474,3194,,,,1279,,,,629,5,4473,,392,,1577,,183,1118,,,,459,,,,,0,0,0,0,,,,,1459,,220,827,,,,632,,,,,,392,,3036,,403,1945,,,,1091,,,,439,SC,,282,,1437,,71,1249,,,,188,,,,190,2009
,109,,,87,445,,,,286,,,,160,1,731,,45,,371,,42,218,,,,153,,,,,0,0,0,0,,,,,296,,45,163,,,,133,,,,,,45,,667,,87,381,,,,286,,,,138,SD,,64,,64,,0,64,,,,0,,,,22,2009
,2632,,,967,8048,,,,2484,,,,1142,10,10532,,1498,,4468,,282,3761,,,,707,,,,,0,0,0,0,,,,,2665,,305,1759,,,,906,,,,,,1498,,7133,,587,5520,,,,1613,,,,839,TN,,1134,,3399,,380,2528,,,,871,,,,303,2009
,6020,,,5282,22564,,,,14197,,,,5491,18,36761,,2741,,12672,,1424,8505,,,,4167,,,,,0,0,0,0,,,,,8986,,1512,4438,,,,4548,,,,,,2741,,21658,,2936,12943,,,,8715,,,,2735,TX,,3279,,15103,,2346,9621,,,,5482,,,,2756,2009
,700,,,537,2242,,,,1553,,,,166,3,3795,,445,,2080,,246,1314,,,,766,,,,,0,0,0,0,,,,,1460,,291,673,,,,787,,,,,,445,,3540,,537,1987,,,,1553,,,,110,UT,,255,,255,,0,255,,,,0,,,,56,2009
,1621,,,1247,5066,,,,3786,,,,960,22,8852,,1034,,4095,,475,2671,,,,1424,,,,,0,0,0,0,,,,,3189,,642,1192,,,,1997,,,,,,1034,,7284,,1117,3863,,,,3421,,,,782,VA,,587,,1568,,130,1203,,,,365,,,,178,2009
,369,,,18,430,,,,41,,,,32,1,471,,4,,40,,15,5,,,,35,,,,,0,0,0,0,,,,,36,,3,30,,,,6,,,,,,4,,76,,18,35,,,,41,,,,0,VI,,365,,395,,0,395,,,,0,,,,32,2009
,134,,,193,693,,,,521,,,,61,2,1214,,79,,595,,116,278,,,,317,,,,,0,0,0,0,,,,,462,,62,293,,,,169,,,,,,79,,1057,,178,571,,,,486,,,,52,VT,,55,,157,,15,122,,,,35,,,,9,2009
,2609,,,3465,12086,,,,10696,,,,1963,7,22782,,1608,,6714,,784,4279,,,,2435,,,,,0,0,0,0,,,,,9523,,2287,2360,,,,7163,,,,,,1608,,16237,,3071,6639,,,,9598,,,,1168,WA,,1001,,6545,,394,5447,,,,1098,,,,795,2009
,716,,,1108,3161,,,,3364,,,,608,4,6525,,612,,2789,,385,1622,,,,1167,,,,,0,0,0,0,,,,,2676,,498,1111,,,,1565,,,,,,612,,5465,,883,2733,,,,2732,,,,575,WI,,104,,1060,,225,428,,,,632,,,,33,2009
,337,,,177,1101,,,,566,,,,271,4,1667,,239,,793,,73,579,,,,214,,,,,0,0,0,0,,,,,485,,65,269,,,,216,,,,,,239,,1278,,138,848,,,,430,,,,177,WV,,98,,389,,39,253,,,,136,,,,94,2009
,79,,,72,340,,,,175,,,,117,1,515,,30,,185,,19,120,,,,65,,,,,0,0,0,0,,,,,266,,51,162,,,,104,,,,,,30,,451,,70,282,,,,169,,,,95,WY,,49,,64,,2,58,,,,6,,,,22,2009
,107212,,,78514,392131,,,,238096,,,,73367,450,630227,,45592,,221474,,30983,125288,,,,96186,,,,,0,0,0,0,,,,,181834,,29860,90707,,,,91127,,,,,,45592,,403308,,60843,215995,,,,187313,,,,43409,Total,,61620,,226919,,17671,176136,,,,50783,,,,29958,2009
,164,,,244,1118,,,,745,,,,300,2,1863,,119,,1013,,113,641,,,,372,,,,,0,0,0,0,,,,,658,,123,312,,,,346,,,,,,119,,1671,,236,953,,,,718,,,,270,AK,,45,,192,,8,165,,,,27,,,,30,2010
,1043,,,551,4553,,,,1493,,,,1089,8,6046,,502,,1428,,155,997,,,,431,,,,,0,0,0,0,,,,,2463,,234,1860,,,,603,,,,,,502,,3891,,389,2857,,,,1034,,,,911,AL,,541,,2155,,162,1696,,,,459,,,,178,2010
,395,,,222,2120,,,,642,,,,362,5,2762,,145,,668,,52,542,,,,126,,,,,0,0,0,0,,,,,1060,,85,770,,,,290,,,,,,145,,1728,,137,1312,,,,416,,,,247,AR,,250,,1034,,85,808,,,,226,,,,115,2010
,1935,,,1372,9226,,,,4485,,,,2230,3,13711,,519,,3503,,452,2018,,,,1485,,,,,25,25,40,40,,,,,3671,,740,1308,,,,2363,,,,,,544,,7214,,1192,3366,,,,3848,,,,1052,AZ,,1391,,6497,,180,5860,,,,637,,,,1178,2010
,31235,,,8810,96940,,,,26540,,,,17604,43,123480,,6897,,23701,,2234,16992,,,,6709,,,,,67,67,83,83,,,,,27115,,3980,15227,,,,11888,,,,,,6964,,50899,,6214,32302,,,,18597,,,,6600,CA,,24271,,72581,,2596,64638,,,,7943,,,,11004,2010
,1432,,,2234,7574,,,,7908,,,,1316,3,15482,,510,,4895,,541,3083,,,,1812,,,,,0,0,0,0,,,,,4136,,812,1493,,,,2643,,,,,,510,,9031,,1353,4576,,,,4455,,,,853,CO,,922,,6451,,881,2998,,,,3453,,,,463,2010
,777,,,447,2993,,,,1323,,,,483,10,4316,,595,,2314,,225,1635,,,,679,,,,,0,0,0,0,,,,,1503,,215,876,,,,627,,,,,,595,,3817,,440,2511,,,,1306,,,,423,CT,,182,,499,,7,482,,,,17,,,,60,2010
,2110,,,800,4016,,,,2523,,,,579,1,6539,,1710,,3584,,318,2593,,,,991,,,,,13,13,13,13,,,,,2512,,482,980,,,,1532,,,,,,1723,,6109,,800,3586,,,,2523,,,,563,DC,,387,,430,,0,430,,,,0,,,,16,2010
,97,,,111,681,,,,301,,,,74,1,982,,64,,481,,50,358,,,,123,,,,,7,7,10,10,,,,,439,,61,261,,,,178,,,,,,71,,930,,111,629,,,,301,,,,69,DE,,26,,52,,0,52,,,,0,,,,5,2010
,9232,,,8017,35738,,,,21813,,,,7794,28,57551,,3615,,10242,,1487,6074,,,,4168,,,,,85,85,97,97,,,,,11478,,1387,7060,,,,4418,,,,,,3700,,21817,,2874,13231,,,,8586,,,,2818,FL,,5532,,35734,,5143,22507,,,,13227,,,,4976,2010
,3635,,,1812,14377,,,,5459,,,,2766,7,19836,,1495,,4303,,381,3146,,,,1157,,,,,0,0,0,0,,,,,4443,,712,2466,,,,1977,,,,,,1495,,8746,,1093,5612,,,,3134,,,,1372,GA,,2140,,11090,,719,8765,,,,2325,,,,1394,2010
,28,,,172,534,,,,1101,,,,27,1,1635,,1,,56,,10,12,,,,44,,,,,0,0,0,0,,,,,126,,22,25,,,,101,,,,,,1,,182,,32,37,,,,145,,,,5,GU,,27,,1453,,140,497,,,,956,,,,22,2010
,801,,,764,2889,,,,2945,,,,419,2,5834,,77,,994,,151,462,,,,532,,,,,19,19,25,25,,,,,2516,,524,457,,,,2059,,,,,,96,,3535,,675,944,,,,2591,,,,176,HI,,705,,2299,,89,1945,,,,354,,,,243,2010
,249,,,481,1528,,,,1486,,,,221,3,3014,,182,,1062,,123,690,,,,372,,,,,0,0,0,0,,,,,1841,,354,736,,,,1105,,,,,,182,,2903,,477,1426,,,,1477,,,,207,IA,,67,,111,,4,102,,,,9,,,,14,2010
,111,,,287,1445,,,,901,,,,239,2,2346,,37,,796,,88,532,,,,264,,,,,0,0,0,0,,,,,768,,154,299,,,,469,,,,,,37,,1564,,242,831,,,,733,,,,128,ID,,74,,782,,45,614,,,,168,,,,111,2010
,2130,,,2229,7568,,,,6827,,,,1133,21,14395,,1398,,4981,,511,3514,,,,1467,,,,,37,37,55,55,,,,,7172,,1585,2198,,,,4974,,,,,,1435,,12208,,2096,5767,,,,6441,,,,886,IL,,695,,2187,,133,1801,,,,386,,,,247,2010
,775,,,913,3588,,,,2864,,,,767,3,6452,,478,,2707,,385,1518,,,,1189,,,,,0,0,0,0,,,,,2526,,420,1218,,,,1308,,,,,,478,,5233,,805,2736,,,,2497,,,,633,IN,,297,,1219,,108,852,,,,367,,,,134,2010
,191,,,212,1318,,,,706,,,,711,5,2024,,149,,1179,,117,803,,,,376,,,,,0,0,0,0,,,,,649,,81,363,,,,286,,,,,,149,,1828,,198,1166,,,,662,,,,660,KS,,42,,196,,14,152,,,,44,,,,51,2010
,695,,,805,4125,,,,2498,,,,619,3,6623,,400,,2740,,268,1878,,,,862,,,,,4,4,12,12,,,,,2847,,488,1371,,,,1476,,,,,,404,,5599,,756,3261,,,,2338,,,,534,KY,,291,,1024,,49,864,,,,160,,,,85,2010
,4815,,,763,10101,,,,2381,,,,2015,9,12482,,226,,1617,,187,1016,,,,601,,,,,0,0,0,0,,,,,2479,,367,1374,,,,1105,,,,,,226,,4096,,554,2390,,,,1706,,,,502,LA,,4589,,8386,,209,7711,,,,675,,,,1513,2010
,2007,,,3526,6403,,,,10243,,,,1597,20,16646,,1485,,11451,,2763,3153,,,,8298,,,,,17,17,35,35,,,,,4109,,716,2295,,,,1814,,,,,,1502,,15595,,3479,5483,,,,10112,,,,1449,MA,,505,,1051,,47,920,,,,131,,,,148,2010
,2179,,,1603,5999,,,,4846,,,,910,16,10845,,1216,,3511,,445,2171,,,,1340,,,,,15,15,57,57,,,,,2947,,419,1674,,,,1273,,,,,,1231,,6515,,864,3902,,,,2613,,,,646,MD,,948,,4330,,739,2097,,,,2233,,,,264,2010
,226,,,447,1061,,,,1318,,,,108,3,2379,,221,,854,,105,548,,,,306,,,,,0,0,0,0,,,,,1497,,342,485,,,,1012,,,,,,221,,2351,,447,1033,,,,1318,,,,105,ME,,5,,28,,0,28,,,,0,,,,3,2010
,1824,,,1880,7365,,,,5693,,,,964,21,13058,,1283,,5186,,632,3334,,,,1852,,,,,26,26,32,32,,,,,5001,,970,2005,,,,2996,,,,,,1309,,10219,,1602,5371,,,,4848,,,,785,MI,,515,,2839,,278,1994,,,,845,,,,179,2010
,1490,,,1409,3605,,,,4264,,,,644,11,7869,,1139,,3360,,441,2000,,,,1360,,,,,10,10,10,10,,,,,3360,,803,924,,,,2436,,,,,,1149,,6730,,1244,2934,,,,3796,,,,553,MN,,341,,1139,,165,671,,,,468,,,,91,2010
,1287,,,1196,4427,,,,3695,,,,759,8,8122,,944,,3363,,472,1909,,,,1454,,,,,33,33,43,43,,,,,2930,,522,1338,,,,1592,,,,,,977,,6336,,994,3290,,,,3046,,,,629,MO,,310,,1786,,202,1137,,,,649,,,,130,2010
,.,,,.,.,,,,.,,,,.,0,.,,.,,.,,.,.,,,,.,,,,,.,.,.,.,,,,,.,,.,.,,,,.,,,,,,.,,.,,.,.,,,,.,,,,.,MP,,.,,.,,.,.,,,,.,,,,.,2010
,357,,,264,1924,,,,819,,,,339,3,2743,,130,,578,,83,302,,,,276,,,,,0,0,0,0,,,,,603,,78,359,,,,244,,,,,,130,,1181,,161,661,,,,520,,,,215,MS,,227,,1562,,103,1263,,,,299,,,,124,2010
,145,,,238,890,,,,725,,,,262,1,1615,,96,,674,,98,370,,,,304,,,,,0,0,0,0,,,,,494,,103,192,,,,302,,,,,,96,,1168,,201,562,,,,606,,,,156,MT,,49,,447,,37,328,,,,119,,,,106,2010
,1479,,,1293,8361,,,,3830,,,,1084,12,12191,,1077,,4979,,497,3530,,,,1449,,,,,0,0,0,0,,,,,4194,,611,2362,,,,1832,,,,,,1077,,9173,,1108,5892,,,,3281,,,,907,NC,,402,,3018,,185,2469,,,,549,,,,177,2010
,64,,,82,539,,,,260,,,,119,1,799,,61,,461,,47,306,,,,155,,,,,0,0,0,0,,,,,307,,33,207,,,,100,,,,,,61,,768,,80,513,,,,255,,,,114,ND,,3,,31,,2,26,,,,5,,,,5,2010
,535,,,482,2423,,,,1454,,,,305,7,3877,,416,,1765,,174,1258,,,,507,,,,,0,0,0,0,,,,,1590,,271,760,,,,830,,,,,,416,,3355,,445,2018,,,,1337,,,,243,NE,,119,,522,,37,405,,,,117,,,,62,2010
,326,,,236,943,,,,631,,,,173,3,1574,,277,,729,,82,479,,,,250,,,,,3,3,8,8,,,,,600,,141,253,,,,347,,,,,,280,,1337,,223,740,,,,597,,,,143,NH,,46,,237,,13,203,,,,34,,,,30,2010
,877,,,2572,6520,,,,7217,,,,567,20,13737,,617,,7878,,1407,3989,,,,3889,,,,,0,0,0,0,,,,,4205,,1004,1282,,,,2923,,,,,,617,,12083,,2411,5271,,,,6812,,,,488,NJ,,260,,1654,,161,1249,,,,405,,,,79,2010
,779,,,304,2343,,,,1132,,,,441,2,3475,,341,,985,,68,637,,,,348,,,,,0,0,0,0,,,,,1123,,184,465,,,,658,,,,,,341,,2108,,252,1102,,,,1006,,,,259,NM,,438,,1367,,52,1241,,,,126,,,,182,2010
,1415,,,435,9565,,,,1640,,,,1843,3,11205,,253,,1381,,86,1129,,,,252,,,,,0,0,0,0,,,,,6467,,339,5104,,,,1363,,,,,,253,,7848,,425,6233,,,,1615,,,,1230,NV,,1162,,3357,,10,3332,,,,25,,,,613,2010
,4259,,,12332,26293,,,,39313,,,,5857,32,65606,,1781,,50469,,10977,15205,,,,35264,,,,,124,124,142,142,,,,,10856,,1306,6945,,,,3911,,,,,,1905,,61467,,12283,22292,,,,39175,,,,5046,NY,,2354,,4139,,49,4001,,,,138,,,,811,2010
,2240,,,1595,7719,,,,4850,,,,1527,9,12569,,1619,,6190,,643,4119,,,,2071,,,,,57,57,87,87,,,,,4452,,810,2089,,,,2363,,,,,,1676,,10729,,1453,6295,,,,4434,,,,1293,OH,,564,,1840,,142,1424,,,,416,,,,234,2010
,620,,,665,3317,,,,1912,,,,474,8,5229,,376,,2350,,229,1712,,,,638,,,,,19,19,45,45,,,,,920,,131,482,,,,438,,,,,,395,,3315,,360,2239,,,,1076,,,,350,OK,,225,,1914,,305,1078,,,,836,,,,124,2010
,2601,,,2811,10731,,,,8761,,,,1285,8,19492,,646,,2446,,221,1796,,,,650,,,,,37,37,39,39,,,,,4746,,943,1819,,,,2927,,,,,,683,,7231,,1164,3654,,,,3577,,,,573,OR,,1918,,12261,,1647,7077,,,,5184,,,,712,2010
,1524,,,2393,7191,,,,7325,,,,1441,17,14516,,718,,6878,,933,4095,,,,2783,,,,,150,150,159,159,,,,,6381,,1447,1871,,,,4510,,,,,,868,,13418,,2380,6125,,,,7293,,,,1274,PA,,656,,1098,,13,1066,,,,32,,,,167,2010
,2218,,,149,3721,,,,428,,,,106,2,4149,,674,,548,,31,431,,,,117,,,,,10,10,10,10,,,,,846,,67,683,,,,163,,,,,,684,,1404,,98,1124,,,,280,,,,33,PR,,1534,,2745,,51,2597,,,,148,,,,73,2010
,86,,,216,704,,,,578,,,,91,1,1282,,43,,761,,105,442,,,,319,,,,,17,17,17,17,,,,,428,,110,173,,,,255,,,,,,60,,1206,,215,632,,,,574,,,,87,RI,,26,,76,,1,72,,,,4,,,,4,2010
,674,,,474,3194,,,,1279,,,,687,4,4473,,392,,1577,,183,1118,,,,459,,,,,0,0,0,0,,,,,1459,,220,827,,,,632,,,,,,392,,3036,,403,1945,,,,1091,,,,497,SC,,282,,1437,,71,1249,,,,188,,,,190,2010
,109,,,87,445,,,,286,,,,135,1,731,,45,,371,,42,218,,,,153,,,,,0,0,0,0,,,,,296,,45,163,,,,133,,,,,,45,,667,,87,381,,,,286,,,,118,SD,,64,,64,,0,64,,,,0,,,,17,2010
,2495,,,956,7623,,,,2653,,,,1679,10,10276,,1474,,4372,,367,3337,,,,1035,,,,,22,22,22,22,,,,,2605,,298,1701,,,,904,,,,,,1496,,6999,,665,5060,,,,1939,,,,1075,TN,,999,,3277,,291,2563,,,,714,,,,604,2010
,6512,,,3987,24078,,,,11043,,,,5133,17,35121,,2517,,10577,,1206,7028,,,,3549,,,,,60,60,117,117,,,,,8497,,1590,4104,,,,4393,,,,,,2577,,19191,,2796,11249,,,,7942,,,,2688,TX,,3935,,15930,,1191,12829,,,,3101,,,,2445,2010
,406,,,404,1926,,,,1358,,,,342,3,3284,,88,,1448,,149,962,,,,486,,,,,37,37,49,49,,,,,1225,,246,382,,,,843,,,,,,125,,2722,,395,1393,,,,1329,,,,301,UT,,281,,562,,9,533,,,,29,,,,41,2010
,1510,,,1181,5338,,,,3742,,,,995,22,9080,,951,,4510,,481,3022,,,,1488,,,,,32,32,54,54,,,,,2875,,608,890,,,,1985,,,,,,983,,7439,,1089,3966,,,,3473,,,,830,VA,,527,,1641,,92,1372,,,,269,,,,165,2010
,385,,,9,468,,,,19,,,,42,1,487,,20,,33,,6,21,,,,12,,,,,0,0,0,0,,,,,59,,3,52,,,,7,,,,,,20,,92,,9,73,,,,19,,,,10,VI,,365,,395,,0,395,,,,0,,,,32,2010
,133,,,167,797,,,,423,,,,117,2,1220,,84,,611,,105,333,,,,278,,,,,1,1,6,6,,,,,461,,57,333,,,,128,,,,,,85,,1078,,162,672,,,,406,,,,104,VT,,48,,142,,5,125,,,,17,,,,13,2010
,2106,,,3388,11901,,,,10977,,,,2043,7,22878,,1226,,6043,,661,3883,,,,2160,,,,,55,55,55,55,,,,,10391,,2362,2767,,,,7624,,,,,,1281,,16489,,3023,6705,,,,9784,,,,1282,WA,,825,,6389,,365,5196,,,,1193,,,,761,2010
,727,,,1080,3040,,,,3293,,,,609,4,6333,,595,,2680,,372,1542,,,,1138,,,,,13,13,13,13,,,,,2560,,484,1043,,,,1517,,,,,,608,,5253,,856,2598,,,,2655,,,,581,WI,,119,,1080,,224,442,,,,638,,,,28,2010
,516,,,245,1527,,,,737,,,,576,4,2264,,351,,908,,109,626,,,,282,,,,,7,7,10,10,,,,,606,,60,412,,,,194,,,,,,358,,1524,,169,1048,,,,476,,,,393,WV,,158,,740,,76,479,,,,261,,,,183,2010
,101,,,90,327,,,,252,,,,85,1,579,,52,,264,,15,220,,,,44,,,,,0,0,0,0,,,,,251,,73,49,,,,202,,,,,,52,,515,,88,269,,,,246,,,,71,WY,,49,,64,,2,58,,,,6,,,,14,2010
,106062,,,79442,395140,,,,241937,,,,74087,444,637077,,42327,,222455,,32083,123729,,,,98726,,,,,1002,1002,1345,1345,,,,,179743,,30222,87144,,,,92599,,,,,,43329,,403543,,62305,212218,,,,191325,,,,43437,Total,,62733,,233534,,17137,182922,,,,50612,,,,30650,2010
253,226,27,,277,1286,,,,842,,,,288,2,2128,194,169,25,1035,,124,703,,,,332,,,,,0,0,0,0,,,,,725,,116,339,,,,386,,,,,194,169,25,1760,,240,1042,,,,718,,,,236,AK,59,57,2,368,,37,244,,,,124,,,,52,2011
1114,1046,68,,434,4325,,,,1233,,,,659,8,5558,384,362,22,1615,,134,1219,,,,396,,,,,34,34,34,34,,,,,2100,,194,1529,,,,571,,,,,418,396,22,3749,,328,2782,,,,967,,,,387,AL,696,650,46,1809,,106,1543,,,,266,,,,272,2011
607,500,107,,349,2505,,,,919,,,,411,7,3424,328,267,61,1018,,104,762,,,,256,,,,,0,0,0,0,,,,,784,,83,558,,,,226,,,,,328,267,61,1802,,187,1320,,,,482,,,,268,AR,279,233,46,1622,,162,1185,,,,437,,,,143,2011
2283,1939,344,,1239,6403,,,,4101,,,,1528,3,10504,988,698,290,3571,,406,2245,,,,1326,,,,,40,40,40,40,,,,,3691,,713,1399,,,,2292,,,,,1028,738,290,7302,,1119,3684,,,,3618,,,,1018,AZ,1255,1201,54,3202,,120,2719,,,,483,,,,510,2011
34589,30807,3782,,9021,97964,,,,27164,,,,16783,42,125128,6940,5727,1213,26282,,3543,15920,,,,10362,,,,,99,99,189,189,,,,,24220,,3750,12919,,,,11301,,,,,7039,5826,1213,50691,,7293,29028,,,,21663,,,,6689,CA,27550,24981,2569,74437,,1728,68936,,,,5501,,,,10094,2011
1495,1288,207,,2935,4546,,,,10570,,,,2074,3,15116,524,351,173,2979,,423,1802,,,,1177,,,,,25,25,25,25,,,,,3142,,731,824,,,,2318,,,,,549,376,173,6146,,1154,2651,,,,3495,,,,1381,CO,946,912,34,8970,,1781,1895,,,,7075,,,,693,2011
1099,1043,56,,482,3071,,,,1385,,,,443,7,4456,769,713,56,2358,,259,1622,,,,736,,,,,0,0,0,0,,,,,1403,,206,795,,,,608,,,,,769,713,56,3761,,465,2417,,,,1344,,,,396,CT,330,330,0,695,,17,654,,,,41,,,,47,2011
2509,2093,416,,858,3858,,,,2688,,,,515,1,6546,2234,1818,416,3641,,326,2636,,,,1005,,,,,0,0,0,0,,,,,2600,,532,917,,,,1683,,,,,2234,1818,416,6241,,858,3553,,,,2688,,,,490,DC,275,275,0,305,,0,305,,,,0,,,,25,2011
70,70,0,,116,663,,,,372,,,,55,1,1035,53,53,0,549,,54,375,,,,174,,,,,6,6,10,10,,,,,454,,62,256,,,,198,,,,,59,59,0,1013,,116,641,,,,372,,,,53,DE,11,11,0,22,,0,22,,,,0,,,,2,2011
11638,10263,1375,,6483,37584,,,,19103,,,,5644,28,56687,3437,3055,382,9641,,1001,6849,,,,2792,,,,,140,140,151,151,,,,,11032,,1324,6934,,,,4098,,,,,3577,3195,382,20824,,2325,13934,,,,6890,,,,2276,FL,8061,7068,993,35863,,4158,23650,,,,12213,,,,3368,2011
4581,3879,702,,1661,15975,,,,5000,,,,2243,7,20975,2112,1841,271,4483,,410,3301,,,,1182,,,,,0,0,0,0,,,,,4240,,722,2087,,,,2153,,,,,2112,1841,271,8723,,1132,5388,,,,3335,,,,1025,GA,2469,2038,431,12252,,529,10587,,,,1665,,,,1218,2011
370,25,345,,250,279,,,,1466,,,,33,1,1745,0,0,0,67,,14,10,,,,57,,,,,0,0,0,0,,,,,137,,25,26,,,,111,,,,,0,0,0,204,,39,36,,,,168,,,,7,GU,370,25,345,1541,,211,243,,,,1298,,,,26,2011
935,904,31,,775,3195,,,,2993,,,,505,2,6188,97,92,5,1076,,150,527,,,,549,,,,,19,19,25,25,,,,,2531,,500,525,,,,2006,,,,,116,111,5,3632,,650,1077,,,,2555,,,,210,HI,819,793,26,2556,,125,2118,,,,438,,,,295,2011
351,315,36,,472,1628,,,,1506,,,,267,3,3134,284,248,36,1179,,130,765,,,,414,,,,,0,0,0,0,,,,,1834,,337,753,,,,1081,,,,,284,248,36,3013,,467,1518,,,,1495,,,,255,IA,67,67,0,121,,5,110,,,,11,,,,12,2011
308,236,72,,297,1310,,,,889,,,,250,2,2199,149,129,20,797,,92,548,,,,249,,,,,0,0,0,0,,,,,788,,164,293,,,,495,,,,,149,129,20,1585,,256,841,,,,744,,,,169,ID,159,107,52,614,,41,469,,,,145,,,,81,2011
2563,2400,163,,1957,8173,,,,5836,,,,1081,20,14009,1405,1315,90,4957,,461,3591,,,,1366,,,,,78,78,92,92,,,,,6040,,1343,2009,,,,4031,,,,,1483,1393,90,11089,,1804,5692,,,,5397,,,,765,IL,1080,1007,73,2920,,153,2481,,,,439,,,,316,2011
602,602,0,,758,3789,,,,2407,,,,714,3,6196,425,425,0,2734,,310,1776,,,,958,,,,,0,0,21,21,,,,,2795,,409,1459,,,,1336,,,,,425,425,0,5550,,719,3256,,,,2294,,,,638,IN,177,177,0,646,,39,533,,,,113,,,,76,2011
338,280,58,,328,1425,,,,1086,,,,384,5,2511,245,198,47,1348,,180,756,,,,592,,,,,7,7,14,14,,,,,860,,129,430,,,,430,,,,,252,205,47,2222,,309,1200,,,,1022,,,,342,KS,86,75,11,289,,19,225,,,,64,,,,42,2011
784,659,125,,731,3842,,,,2192,,,,636,3,6034,572,503,69,2496,,223,1795,,,,701,,,,,5,5,12,12,,,,,2675,,455,1363,,,,1312,,,,,577,508,69,5183,,678,3170,,,,2013,,,,579,KY,207,151,56,851,,53,672,,,,179,,,,57,2011
4433,4352,81,,469,7941,,,,1350,,,,950,9,9291,154,147,7,1223,,91,947,,,,276,,,,,11,11,49,49,,,,,2133,,333,1201,,,,932,,,,,165,158,7,3405,,424,2197,,,,1208,,,,443,LA,4268,4194,74,5886,,45,5744,,,,142,,,,507,2011
2061,1666,395,,3531,6344,,,,10320,,,,1268,20,16664,1689,1297,392,11589,,2803,3102,,,,8487,,,,,22,22,39,39,,,,,4333,,718,2531,,,,1802,,,,,1711,1319,392,15961,,3521,5672,,,,10289,,,,1210,MA,350,347,3,703,,10,672,,,,31,,,,58,2011
1800,1627,173,,1338,6353,,,,3855,,,,696,16,10208,862,767,95,3606,,389,2429,,,,1177,,,,,36,36,59,59,,,,,2831,,440,1469,,,,1362,,,,,898,803,95,6496,,829,3957,,,,2539,,,,577,MD,902,824,78,3712,,509,2396,,,,1316,,,,119,2011
